
1,33.35
2,48.2
3,58.75
4,64.75
5,69.65
6,72.6
7,75
8,76.95
9,79.25
10,80.7
11,82.4
12,83.6
13,84.55
14,84.85
15,85.55
16,85.7
17,85.95
18,86.45
19,86.6
20,86.7
